Year,Player,Team,Number
1949-50,Chick Halbert,WSC,14
1949-50,Dale Hamilton,WAT,14
1949-50,Bob Harris,FTW,14
1949-50,Joe Holland,INO,14
1949-50,Gene James,NYK,14
1949-50,Buddy Jeannette,BLB,14
1949-50,Andrew Levane,SYR,14
1949-50,Mike McCarron,STB,14
1949-50,Mac Otten,STB,14
1949-50,Arnie Risen,ROC,14
1949-50,Ed Sadowski,PHW,14
1949-50,Milt Schoon,SHE,14
1949-50,Paul Walther,MNL,14
1949-50,Jake Bornheimer,PHW,15
1949-50,Don Carlson,MNL,15
1949-50,Al Cervi,SYR,15
1949-50,Fran Curran,ROC,15
1949-50,Joe Graboski,CHS,15
1949-50,Alex Groza,INO,15
1949-50,Noble Jorgensen,SHE,15
1949-50,Jack Kerris,FTW,15
1949-50,John Mahnken,FTW,15
1949-50,Dick McGuire,NYK,15
1949-50,Jack Nichols,TRI,15
1949-50,Andy O'Donnell,BLB,15
1949-50,Don Otten,TRI,15
1949-50,Jim Seminoff,BOS,15
1949-50,Jack Smiley,AND,15
1949-50,Harry Donovan,NYK,16
1949-50,Johnny Ezersky,BOS,16
1949-50,Bob Harrison,MNL,16
1949-50,Bill Henry,FTW,16
1949-50,Red Holzman,ROC,16
1949-50,John Mahnken,BOS,16
1949-50,Mal McMullen,INO,16
1949-50,Kenny Rollins,CHS,16
1949-50,Price Brookfield,ROC,17
1949-50,Wah Wah Jones,INO,17
1949-50,Ron Livingstone,BLB,17
1949-50,John Mandic,BLB,17
1949-50,Mike McCarron,BLB,17
1949-50,Bones McKinney,WSC,17
1949-50,Stan Miasek,CHS,17
1949-50,Joe Mullaney,BOS,17
1949-50,Jim Pollard,MNL,17
1949-50,Ed Sadowski,BLB,17
1949-50,Butch Van Breda Kolff,NYK,17
1949-50,Clint Wager,FTW,17
1949-50,Murray Wier,TRI,17
1949-50,Arnie Ferrin,MNL,18
1949-50,Dee Gibson,TRI,18
1949-50,Ed Mikan,CHS,18
1949-50,Leo Mogus,PHW,18
1949-50,George Nostrand,CHS,18
1949-50,Mike Novak,ROC,18
1949-50,Ed Bartels,NYK,19
1949-50,Vince Boryla,NYK,19
1949-50,Bill Calhoun,ROC,19
1949-50,Bob Doll,BOS,19
1949-50,Marshall Hawkins,INO,19
1949-50,Lee Knorek,BLB,19
1949-50,Vern Mikkelsen,MNL,19
1949-50,Jim Nolan,PHW,19
1949-50,Mike Novak,PHW,19
1949-50,Andy Phillip,CHS,19
1949-50,Bob Brown,DNN,20
1949-50,Andy Duncan,ROC,20
1949-50,Johnny Ezersky,BLB,20
1949-50,Normie Glick,MNL,20
1949-50,Bud Grant,MNL,20
1949-50,Bill Henry,TRI,20
1949-50,Freddie Lewis,BLB,20
1949-50,Mac Otten,TRI,20
1949-50,Fred Scolari,WSC,20
1949-50,Odie Spears,CHS,20
1949-50,Floyd Volker,INO,20
1949-50,Al Guokas,DNN,21
1949-50,Mike Todorovich,TRI,21
1949-50,Ed Bartels,DNN,22
1949-50,Hook Dillon,WSC,22
1949-50,Bob Kinney,BOS,22
1949-50,Slater Martin,MNL,22
1949-50,Dick Schulz,WSC,22
1949-50,Leo Katkaveck,WSC,23
1949-50,Bob Royer,DNN,23
1949-50,Duane Klueh,DNN,24
1949-50,Jimmy Darden,DNN,25
1949-50,Paul Seymour,SYR,25
1949-50,Kenny Sailors,DNN,27
1949-50,Jack Cotton,DNN,28
1949-50,Jim Browne,DNN,29
1949-50,Chick Reiser,WSC,29
1949-50,Jack Toomay,DNN,29
1949-50,Floyd Volker,DNN,29
1949-50,Jim Browne,DNN,30
1949-50,Dillard Crocker,DNN,30
1949-50,Earl Dodd,DNN,31
1949-50,Bill Gabor,SYR,35
1949-50,Les Pugh,BLB,35
1949-50,Ed Macauley,STB,50
1949-50,Ed Peterson,SYR,50
1949-50,Dolph Schayes,SYR,55
1949-50,George Ratkovicz,SYR,65
1949-50,Don Ray,TRI,96
1949-50,George Mikan,MNL,99
1950-51,Ed Beach,TRI,UNK
1950-51,Tommy Byrnes,WSC,UNK
1950-51,Don Carlson,WSC,UNK
1950-51,Ray Ellefson,BLB,UNK
1950-51,Earl Lloyd,WSC,UNK
1950-51,Tommy O'Keefe,WSC,UNK
1950-51,Don Rehfeldt,BLB,UNK
1950-51,Pep Saul,ROC,03
1950-51,Curly Armstrong,FTW,3
1950-51,Joe Dolhon,BLB,4
1950-51,Sonny Hertzberg,BOS,4
1950-51,John Oldham,FTW,4
1950-51,Kenny Sailors,BLB,4
1950-51,Dolph Schayes,SYR,4
1950-51,Nelson Bobb,PHW,5
1950-51,Tommy Byrnes,BLB,5
1950-51,Gene James,BLB,5
1950-51,Ralph Johnson,FTW,5
1950-51,Ed Leede,BOS,5
1950-51,Johnny Macknowski,SYR,5
1950-51,Paul Walther,INO,5
1950-51,Max Zaslofsky,NYK,5
1950-51,Duane Klueh,FTW,6
1950-51,Tony Lavelli,NYK,6
1950-51,Ron Livingstone,PHW,6
1950-51,George Ratkovicz,SYR,6
1950-51,Red Rocha,BLB,6
1950-51,Paul Noel,ROC,07
1950-51,Bill Gabor,SYR,7
1950-51,Bruce Hale,INO,7
1950-51,Ray Lumpp,NYK,7
1950-51,Dick Mehen,BLB,7
1950-51,Andy Phillip,PHW,7
1950-51,Brady Walker,BLB,7
1950-51,Billy Hassett,BLB,8
1950-51,Bob Lavoy,INO,8
1950-51,Fred Schaus,FTW,8
1950-51,George Senesky,PHW,8
1950-51,Paul Seymour,SYR,8
1950-51,Belus Smawley,BLB,8
1950-51,Bobby Wanzer,ROC,09
1950-51,Leon Blevins,INO,9
1950-51,Gerry Calabrese,SYR,9
1950-51,John Hargis,TRI,9
1950-51,Bob Harris,FTW,9
1950-51,Ken Murray,BLB,9
1950-51,Jim Riffey,FTW,9
1950-51,Herb Scherer,TRI,9
1950-51,Ernie Vandeweghe,NYK,9
1950-51,Cliff Barker,INO,10
1950-51,Bob Carpenter,FTW,10
1950-51,Jack Coleman,ROC,10
1950-51,Hank DeZonie,TRI,10
1950-51,Joe Fulks,PHW,10
1950-51,Ed Gayda,TRI,10
1950-51,Alex Hannum,SYR,10
1950-51,Kleggie Hermsen,BOS,10
1950-51,Dick Mehen,FTW,10
1950-51,Tex Ritter,NYK,10
1950-51,Bill Sharman,WSC,10
1950-51,Paul Arizin,PHW,11
1950-51,Leroy Chollet,SYR,11
1950-51,Chuck Cooper,BOS,11
1950-51,Bob Davies,ROC,11
1950-51,Harry Gallatin,NYK,11
1950-51,Chuck Gilmur,WSC,11
1950-51,Paul Hoffman,BLB,11
1950-51,Don Lofgran,SYR,11
1950-51,Warren Perkins,TRI,11
1950-51,Ed Beach,MNL,12
1950-51,Ralph Beard,INO,12
1950-51,Vince Boryla,NYK,12
1950-51,Walt Budko,BLB,12
1950-51,Art Burris,FTW,12
1950-51,Tommy Byrnes,TRI,12
1950-51,Gerry Calabrese,SYR,12
1950-51,Ray Corley,TRI,12
1950-51,Bob Donham,BOS,12
1950-51,Vern Gardner,PHW,12
1950-51,Arnie Johnson,ROC,12
1950-51,Ariel Maughan,WSC,12
1950-51,Gene Vance,TRI,12
1950-51,Frankie Brian,TRI,13
1950-51,Chick Halbert,BLB,13
1950-51,Bob Harris,BOS,13
1950-51,Tony Jaros,MNL,13
1950-51,Noble Jorgensen,SYR,13
1950-51,Dick O'Keefe,WSC,13
1950-51,Don Otten,BLB,13
1950-51,Ed Peterson,SYR,13
1950-51,Kenny Sailors,BOS,13
1950-51,Brady Walker,BOS,13
1950-51,Cal Christensen,TRI,14
1950-51,Bob Cousy,BOS,14
1950-51,Chick Halbert,WSC,14
1950-51,John Hargis,FTW,14
1950-51,Joe Holland,INO,14
1950-51,Joe Hutton,MNL,14
1950-51,Gene James,NYK,14
1950-51,Easy Parham,PHW,14
1950-51,Arnie Risen,ROC,14
1950-51,Fred Scolari,SYR,14
1950-51,Belus Smawley,SYR,14
1950-51,Bob Carpenter,TRI,15
1950-51,Al Cervi,SYR,15
1950-51,Alex Groza,INO,15
1950-51,Jack Kerris,FTW,15
1950-51,Dick McGuire,NYK,15
1950-51,Ed Mikan,PHW,15
1950-51,Jack Nichols,TRI,15
1950-51,Paul Noel,ROC,15
1950-51,Kevin O'Shea,MNL,15
1950-51,Don Otten,WSC,15
1950-51,Harry Boykoff,TRI,16
1950-51,Bill Closs,PHW,16
1950-51,Larry Foust,FTW,16
1950-51,Bob Harrison,MNL,16
1950-51,Kleggie Hermsen,TRI,16
1950-51,Red Holzman,ROC,16
1950-51,Tony Lavelli,NYK,16
1950-51,John Mahnken,BOS,16
1950-51,Mal McMullen,INO,16
1950-51,Johnny Norlander,WSC,16
1950-51,Ed Bartels,WSC,17
1950-51,Wah Wah Jones,INO,17
1950-51,George Kaftan,NYK,17
1950-51,John Logan,TRI,17
1950-51,Bones McKinney,BOS,17
1950-51,Don Otten,FTW,17
1950-51,Jim Pollard,MNL,17
1950-51,Jim Riffey,FTW,17
1950-51,Alan Sawyer,WSC,17
1950-51,Dike Eddleman,TRI,18
1950-51,Arnie Ferrin,MNL,18
1950-51,Bob Harris,BOS,18
1950-51,Frank Kudelka,WSC,18
1950-51,Don Lofgran,INO,18
1950-51,Ed Mikan,ROC,18
1950-51,Leo Mogus,PHW,18
1950-51,Carl Shaeffer,INO,18
1950-51,Connie Simmons,NYK,18
1950-51,Ike Borsavage,PHW,19
1950-51,Bill Calhoun,ROC,19
1950-51,Nathaniel Clifton,NYK,19
1950-51,John Mahnken,INO,19
1950-51,Vern Mikkelsen,MNL,19
1950-51,Chuck Mrazovich,INO,19
1950-51,Ed Stanczak,BOS,19
1950-51,Mike Todorovich,TRI,19
1950-51,Leo Barnhorst,INO,20
1950-51,Bud Grant,MNL,20
1950-51,Noble Jorgensen,TRI,20
1950-51,Joe McNamee,ROC,20
1950-51,Ed Peterson,TRI,20
1950-51,Fred Scolari,WSC,20
1950-51,Andy Duncan,BOS,21
1950-51,Frank Kudelka,BOS,21
1950-51,Ed Stanczak,BOS,21
1950-51,Ed Macauley,BOS,22
1950-51,Slater Martin,MNL,22
1950-51,Dick Schnittker,WSC,22
1950-51,Frank Kudelka,WSC,23
1950-51,Harry Boykoff,BOS,24
1950-51,Bones McKinney,WSC,29
1950-51,Alan Sawyer,WSC,29
1950-51,Norm Mager,BLB,33
1950-51,George Mikan,MNL,99
1951-52,Elmer Behnke,MLH,UNK
1951-52,Jerry Fowler,MLH,UNK
1951-52,Red Owens,MLH,UNK
1951-52,John Pilch,MNL,UNK
1951-52,John Rennicke,MLH,UNK
1951-52,Zeke Sinicola,FTW,UNK
1951-52,Sam Ranzino,ROC,03
1951-52,George King,SYR,3
1951-52,Alfred McGuire,NYK,3
1951-52,Joe Hutton,MNL,4
1951-52,Red Owens,BLB,4
1951-52,Dolph Schayes,SYR,4
1951-52,Nelson Bobb,PHW,5
1951-52,Bill Calhoun,BLB,5
1951-52,Ralph Johnson,FTW,5
1951-52,Paul Seymour,SYR,5
1951-52,Belus Smawley,BLB,5
1951-52,Paul Walther,INO,5
1951-52,Don Barksdale,BLB,6
1951-52,Jake Fendley,FTW,6
1951-52,Neil Johnston,PHW,6
1951-52,Noble Jorgensen,SYR,6
1951-52,George Kaftan,NYK,6
1951-52,Ralph O'Brien,INO,6
1951-52,Frankie Brian,FTW,7
1951-52,Bill Gabor,SYR,7
1951-52,Ray Lumpp,NYK,7
1951-52,Andy Phillip,PHW,7
1951-52,Brady Walker,BLB,7
1951-52,Nathaniel Clifton,NYK,8
1951-52,Frank Kudelka,BLB,8
1951-52,Bob Lavoy,INO,8
1951-52,Wally Osterkorn,SYR,8
1951-52,Fred Schaus,FTW,8
1951-52,George Senesky,PHW,8
1951-52,Bobby Wanzer,ROC,09
1951-52,Don Savage,SYR,9
1951-52,Bill Tosheff,INO,9
1951-52,Ernie Vandeweghe,NYK,9
1951-52,Cliff Barker,INO,10
1951-52,Jack Coleman,ROC,10
1951-52,Joe Fulks,PHW,10
1951-52,Dave Minor,BLB,10
1951-52,George Ratkovicz,SYR,10
1951-52,Max Zaslofsky,NYK,10
1951-52,Paul Arizin,PHW,11
1951-52,Chuck Cooper,BOS,11
1951-52,Bob Davies,ROC,11
1951-52,Harry Gallatin,NYK,11
1951-52,Alex Hannum,BLB,11
1951-52,Lew Hitch,MNL,11
1951-52,Jack Kiley,FTW,11
1951-52,Jim Slaughter,BLB,11
1951-52,Gene Vance,MLH,11
1951-52,Vince Boryla,NYK,12
1951-52,Art Burris,FTW,12
1951-52,Bob Donham,BOS,12
1951-52,Dike Eddleman,FTW,12
1951-52,Vern Gardner,PHW,12
1951-52,Arnie Johnson,ROC,12
1951-52,Stan Miasek,BLB,12
1951-52,Howie Schultz,MNL,12
1951-52,Bob Wilson,MLH,12
1951-52,Gerry Calabrese,SYR,13
1951-52,Bob Harris,BOS,13
1951-52,Joe McNamee,BLB,13
1951-52,Don Rehfeldt,BLB,13
1951-52,Stan Brown,PHW,14
1951-52,Bill Closs,FTW,14
1951-52,Bob Cousy,BOS,14
1951-52,Joe Holland,INO,14
1951-52,Kevin O'Shea,MLH,14
1951-52,Don Otten,MLH,14
1951-52,Arnie Risen,ROC,14
1951-52,Art Burris,MLH,15
1951-52,Al Cervi,SYR,15
1951-52,Joe Hutton,MNL,15
1951-52,Jack Kerris,FTW,15
1951-52,John McConathy,MLH,15
1951-52,Dick McGuire,NYK,15
1951-52,Ed Mikan,PHW,15
1951-52,Paul Noel,ROC,15
1951-52,Don Rehfeldt,MLH,15
1951-52,Odie Spears,ROC,15
1951-52,Dillard Crocker,INO,16
1951-52,Ed Dahler,PHW,16
1951-52,Larry Foust,FTW,16
1951-52,Bob Harrison,MNL,16
1951-52,Red Holzman,ROC,16
1951-52,Walt Kirk,MLH,16
1951-52,John Mahnken,BOS,16
1951-52,Alfred McGuire,NYK,16
1951-52,Red Rocha,SYR,16
1951-52,Wah Wah Jones,INO,17
1951-52,George Kaftan,NYK,17
1951-52,Bones McKinney,BOS,17
1951-52,Dick Mehen,MLH,17
1951-52,Wally Osterkorn,SYR,17
1951-52,Don Otten,FTW,17
1951-52,Jim Pollard,MNL,17
1951-52,Don Boven,MLH,18
1951-52,Bob Brannum,BOS,18
1951-52,Dike Eddleman,MLH,18
1951-52,Don Lofgran,INO,18
1951-52,Mel Payton,PHW,18
1951-52,Ray Ragelis,ROC,18
1951-52,Pep Saul,MNL,18
1951-52,Chuck Share,FTW,18
1951-52,Connie Simmons,NYK,18
1951-52,Walt Budko,PHW,19
1951-52,Joe Graboski,INO,19
1951-52,Vern Mikkelsen,MNL,19
1951-52,Herb Scherer,NYK,19
1951-52,Leo Barnhorst,INO,20
1951-52,Cal Christensen,MLH,20
1951-52,Dillard Crocker,MLH,20
1951-52,Alex Hannum,ROC,20
1951-52,Joe McNamee,ROC,20
1951-52,Fred Scolari,BLB,20
1951-52,Whitey Skoog,MNL,20
1951-52,Charlie Black,MLH,21
1951-52,Nate DeLong,MLH,21
1951-52,Bill Sharman,BOS,21
1951-52,Mel Hutchins,MLH,22
1951-52,Ed Macauley,BOS,22
1951-52,Slater Martin,MNL,22
1951-52,Herb Scherer,NYK,22
1951-52,Dick Dickey,BOS,23
1951-52,Kevin O'Shea,BLB,33
1951-52,Pep Saul,BLB,33
1951-52,George Mikan,MNL,99
1952-53,Blaine Denning,BLB,UNK
1952-53,George Feigenbaum,MLH,UNK
1952-53,Jack McCloskey,PHW,UNK
1952-53,Bucky McConnell,MLH,UNK
1952-53,George Mikan,MNL,UNK
1952-53,Jim Mooney,BLB,UNK
1952-53,Mike O'Neill,MLH,UNK
1952-53,Jack McMahon,ROC,03
1952-53,George King,SYR,3
1952-53,Andrew Levane,MLH,3
1952-53,Stan Miasek,MLH,3
1952-53,John O'Boyle,MLH,3
1952-53,Carl Braun,NYK,4
1952-53,Ray Corley,FTW,4
1952-53,Jerry Fleishman,PHW,4
1952-53,Al Masino,MLH,4
1952-53,Andy Phillip,FTW,4
1952-53,Moe Radovich,PHW,4
1952-53,Kenny Rollins,BOS,4
1952-53,Dolph Schayes,SYR,4
1952-53,Nelson Bobb,PHW,5
1952-53,Dick Groat,FTW,5
1952-53,Ralph Johnson,FTW,5
1952-53,Jack Nichols,MLH,5
1952-53,Sherwin Raiken,NYK,5
1952-53,Paul Seymour,SYR,5
1952-53,Paul Walther,INO,5
1952-53,Jake Fendley,FTW,6
1952-53,Neil Johnston,PHW,6
1952-53,Noble Jorgensen,SYR,6
1952-53,Johnny Payak,MLH,6
1952-53,Ralph Polson,NYK,6
1952-53,Frankie Brian,FTW,7
1952-53,Dillard Crocker,MLH,7
1952-53,Bill Gabor,SYR,7
1952-53,Ray Lumpp,NYK,7
1952-53,Jim Mooney,PHW,7
1952-53,Kevin O'Shea,BLB,7
1952-53,Andy Phillip,PHW,7
1952-53,Gene Rhodes,INO,7
1952-53,Nathaniel Clifton,NYK,8
1952-53,Bob Lavoy,INO,8
1952-53,Ray Lumpp,BLB,8
1952-53,Dave Minor,MLH,8
1952-53,Wally Osterkorn,SYR,8
1952-53,Fred Schaus,FTW,8
1952-53,George Senesky,PHW,8
1952-53,Bobby Wanzer,ROC,09
1952-53,Dick Bunt,BLB,9
1952-53,Mel Hutchins,MLH,9
1952-53,George Kaftan,BLB,9
1952-53,Don Lofgran,PHW,9
1952-53,Bob Priddy,BLB,9
1952-53,Bill Tosheff,INO,9
1952-53,Ernie Vandeweghe,NYK,9
1952-53,Bill Calhoun,MLH,10
1952-53,Jack Coleman,ROC,10
1952-53,Pete Darcey,MLH,10
1952-53,Joe Fulks,PHW,10
1952-53,Kleggie Hermsen,INO,10
1952-53,Jack Kiley,FTW,10
1952-53,George McLeod,BLB,10
1952-53,Ed Mikan,INO,10
1952-53,Bob Priddy,BLB,10
1952-53,George Ratkovicz,MLH,10
1952-53,Fred Scolari,FTW,10
1952-53,Max Zaslofsky,NYK,10
1952-53,Chuck Cooper,BOS,11
1952-53,Bob Davies,ROC,11
1952-53,Harry Gallatin,NYK,11
1952-53,Lew Hitch,MNL,11
1952-53,Paul Hoffman,BLB,11
1952-53,Earl Lloyd,SYR,11
1952-53,Vince Boryla,NYK,12
1952-53,Bob Donham,BOS,12
1952-53,Dike Eddleman,FTW,12
1952-53,Danny Finn,PHW,12
1952-53,Jim Holstein,MNL,12
1952-53,Arnie Johnson,ROC,12
1952-53,Jack Kerris,BLB,12
1952-53,Al Masino,MLH,12
1952-53,Mark Workman,PHW,12
1952-53,Don Boven,FTW,13
1952-53,Bob Harris,BOS,13
1952-53,Jim Holstein,MNL,13
1952-53,George Ratkovicz,MLH,13
1952-53,Bob Cousy,BOS,14
1952-53,Danny Finn,PHW,14
1952-53,Frank Kudelka,PHW,14
1952-53,Bob Lochmueller,SYR,14
1952-53,Bob Naber,INO,14
1952-53,Don Otten,MLH,14
1952-53,Claude Overton,PHW,14
1952-53,Andy Phillip,FTW,14
1952-53,Arnie Risen,ROC,14
1952-53,Dick Surhoff,NYK,14
1952-53,Jim Brasco,SYR,15
1952-53,Al Cervi,SYR,15
1952-53,Dick McGuire,NYK,15
1952-53,Ed Mikan,PHW,15
1952-53,Eddie Miller,BLB,15
1952-53,Ralph Polson,PHW,15
1952-53,Howie Schultz,MNL,15
1952-53,Odie Spears,ROC,15
1952-53,Larry Foust,FTW,16
1952-53,Bob Harrison,MNL,16
1952-53,Don Henriksen,BLB,16
1952-53,Red Holzman,ROC,16
1952-53,John Mahnken,BOS,16
1952-53,Alfred McGuire,NYK,16
1952-53,Bill Mlkvy,PHW,16
1952-53,Mel Payton,INO,16
1952-53,Red Rocha,SYR,16
1952-53,Don Barksdale,BLB,17
1952-53,Gene Conley,BOS,17
1952-53,Monk Meineke,FTW,17
1952-53,Jim Pollard,MNL,17
1952-53,Dick Surhoff,NYK,17
1952-53,Zeke Zawoluk,INO,17
1952-53,Jim Baechtold,BLB,18
1952-53,Bob Brannum,BOS,18
1952-53,Cal Christensen,ROC,18
1952-53,Don Hanrahan,INO,18
1952-53,Ed Mikan,INO,18
1952-53,Pep Saul,MNL,18
1952-53,Chuck Share,FTW,18
1952-53,Connie Simmons,NYK,18
1952-53,Joe Graboski,INO,19
1952-53,Mo Mahoney,BOS,19
1952-53,Vern Mikkelsen,MNL,19
1952-53,Leo Barnhorst,INO,20
1952-53,Alex Hannum,ROC,20
1952-53,Ralph O'Brien,BLB,20
1952-53,Whitey Skoog,MNL,20
1952-53,Bill Sharman,BOS,21
1952-53,Ed Macauley,BOS,22
1952-53,Slater Martin,MNL,22
1953-54,Jim Fritsche,MNL,UNK
1953-54,Joe Graboski,PHW,UNK
1953-54,Norm Grekin,PHW,UNK
1953-54,Paul Nolen,BLB,UNK
1953-54,Bob Peterson,MLH,UNK
1953-54,James Phelan,PHW,UNK
1953-54,Isaac Walthour,MLH,UNK
1953-54,Jack McMahon,ROC,03
1953-54,Don Ackerman,NYK,3
1953-54,Bill Calhoun,MLH,3
1953-54,George King,SYR,3
1953-54,Carl Braun,NYK,4
1953-54,Jack George,PHW,4
1953-54,Mel Hutchins,FTW,4
1953-54,Dolph Schayes,SYR,4
1953-54,Gene Dyker,MLH,5
1953-54,Jack Nichols,MLH,5
1953-54,Paul Seymour,SYR,5
1953-54,Chuck Share,MLH,5
1953-54,Zeke Sinicola,FTW,5
1953-54,Paul Walther,PHW,5
1953-54,Ed Earle,SYR,6
1953-54,Neil Johnston,PHW,6
1953-54,Jack Molinas,FTW,6
1953-54,Mike Novak,SYR,6
1953-54,Dick Surhoff,MLH,6
1953-54,Max Zaslofsky,FTW,6
1953-54,Ernie Beck,PHW,7
1953-54,Irv Bemoras,MLH,7
1953-54,Frankie Brian,FTW,7
1953-54,Bill Gabor,SYR,7
1953-54,Bob Harrison,MLH,7
1953-54,Leo Barnhorst,FTW,8
1953-54,Nathaniel Clifton,NYK,8
1953-54,Bob Lavoy,MLH,8
1953-54,Don Lofgran,MLH,8
1953-54,Wally Osterkorn,SYR,8
1953-54,George Senesky,PHW,8
1953-54,Bobby Wanzer,ROC,09
1953-54,Mel Hutchins,FTW,9
1953-54,Bill Tosheff,MLH,9
1953-54,Ernie Vandeweghe,NYK,9
1953-54,Jim Baechtold,NYK,10
1953-54,Jack Coleman,ROC,10
1953-54,Joe Fulks,PHW,10
1953-54,Red Holzman,MLH,10
1953-54,Bob Houbregs,BLB,10
1953-54,Dick Knostman,SYR,10
1953-54,Fred Scolari,FTW,10
1953-54,Max Zaslofsky,BLB,10
1953-54,Chuck Cooper,BOS,11
1953-54,Bob Davies,ROC,11
1953-54,Harry Gallatin,NYK,11
1953-54,Paul Hoffman,BLB,11
1953-54,Earl Lloyd,SYR,11
1953-54,Don Sunderlage,MLH,11
1953-54,Vince Boryla,NYK,12
1953-54,Walt Davis,PHW,12
1953-54,Bob Donham,BOS,12
1953-54,Lew Hitch,MLH,12
1953-54,Jim Holstein,MNL,12
1953-54,Al Masino,SYR,12
1953-54,Al Roges,BLB,12
1953-54,Norm Swanson,ROC,12
1953-54,George Yardley,FTW,12
1953-54,Bob Harris,BOS,13
1953-54,George Ratkovicz,MLH,13
1953-54,Bill Bolger,BLB,14
1953-54,Bob Cousy,BOS,14
1953-54,Danny Finn,PHW,14
1953-54,Bato Govedarica,SYR,14
1953-54,Bob Houbregs,MLH,14
1953-54,Jim Luisi,BLB,14
1953-54,Andy Phillip,FTW,14
1953-54,Connie Rea,BLB,14
1953-54,Arnie Risen,ROC,14
1953-54,Ed Smith,NYK,14
1953-54,Max Zaslofsky,MLH,14
1953-54,Leo Barnhorst,FTW,15
1953-54,Lew Hitch,MLH,15
1953-54,Billy Kenville,SYR,15
1953-54,Dick McGuire,NYK,15
1953-54,Ed Mikan,BOS,15
1953-54,Eddie Miller,BLB,15
1953-54,Ken Murray,FTW,15
1953-54,Dick Schnittker,MNL,15
1953-54,Odie Spears,ROC,15
1953-54,Zeke Zawoluk,PHW,15
1953-54,Bill Bolger,BLB,16
1953-54,Larry Foust,FTW,16
1953-54,Bob Harrison,MNL,16
1953-54,Bob Lavoy,SYR,16
1953-54,Mo Mahoney,BLB,16
1953-54,Al Masino,ROC,16
1953-54,Alfred McGuire,NYK,16
1953-54,Jack Nichols,BOS,16
1953-54,Don Asmonga,BLB,17
1953-54,Don Barksdale,BOS,17
1953-54,Monk Meineke,FTW,17
1953-54,Jim Neal,SYR,17
1953-54,Jim Pollard,MNL,17
1953-54,Fred Schaus,NYK,17
1953-54,Joe Smyth,BLB,17
1953-54,Hal Uplinger,BLB,17
1953-54,Bob Brannum,BOS,18
1953-54,Cal Christensen,ROC,18
1953-54,Rollen Hans,BLB,18
1953-54,Pep Saul,MNL,18
1953-54,Chuck Share,FTW,18
1953-54,Connie Simmons,NYK,18
1953-54,Jim Fritsche,BLB,19
1953-54,Vern Mikkelsen,MNL,19
1953-54,Bob Peterson,BLB,19
1953-54,Leo Barnhorst,BLB,20
1953-54,Alex Hannum,ROC,20
1953-54,Whitey Skoog,MNL,20
1953-54,Jim Fritsche,BLB,21
1953-54,Frank Reddout,ROC,21
1953-54,Bill Sharman,BOS,21
1953-54,Ed Macauley,BOS,22
1953-54,Slater Martin,MNL,22
1953-54,Ernie Barrett,BOS,23
1953-54,Dick Schnittker,MNL,24
1953-54,Mark Workman,BLB,24
1953-54,Ray Felix,BLB,25
1953-54,Clyde Lovellette,MNL,34
1953-54,Clyde Lovellette,MNL,89
1953-54,George Mikan,MNL,99
1954-55,Jack McMahon,ROC,03
1954-55,Bill Calhoun,MLH,3
1954-55,George King,SYR,3
1954-55,Bob Knight,NYK,3
1954-55,Carl Braun,NYK,4
1954-55,Fred Diute,MLH,4
1954-55,Alex Hannum,MLH,4
1954-55,Ken McBride,MLH,4
1954-55,Ken Murray,PHW,4
1954-55,Dolph Schayes,SYR,4
1954-55,Gene Shue,PHW,4
1954-55,Bert Cook,NYK,5
1954-55,Larry Costello,PHW,5
1954-55,George Dempsey,PHW,5
1954-55,Paul Seymour,SYR,5
1954-55,Chuck Share,MLH,5
1954-55,Paul Walther,FTW,5
1954-55,Skippy Whitaker,BOS,5
1954-55,Neil Johnston,PHW,6
1954-55,Phil Martin,MLH,6
1954-55,Carl McNulty,MLH,6
1954-55,Gene Shue,NYK,6
1954-55,Connie Simmons,SYR,6
1954-55,Frankie Brian,FTW,7
1954-55,Danny Finn,PHW,7
1954-55,Bill Gabor,SYR,7
1954-55,Bob Harrison,MLH,7
1954-55,Mike Kearns,PHW,7
1954-55,Alfred McGuire,BLB,7
1954-55,Gene Shue,NYK,7
1954-55,Nathaniel Clifton,NYK,8
1954-55,Jim Fritsche,FTW,8
1954-55,Bob Houbregs,FTW,8
1954-55,Ronnie MacGilvray,MLH,8
1954-55,Wally Osterkorn,SYR,8
1954-55,Bobby Wanzer,ROC,09
1954-55,Fred Christ,NYK,9
1954-55,Joe Graboski,PHW,9
1954-55,Mel Hutchins,FTW,9
1954-55,Ken Murray,BLB,9
1954-55,Bob Peterson,NYK,9
1954-55,Bob Pettit,MLH,9
1954-55,Jim Baechtold,NYK,10
1954-55,Jack Coleman,ROC,10
1954-55,Bob Houbregs,BLB,10
1954-55,Red Kerr,SYR,10
1954-55,Pep Saul,MLH,10
1954-55,Max Zaslofsky,FTW,10
1954-55,Paul Arizin,PHW,11
1954-55,Bob Davies,ROC,11
1954-55,Harry Gallatin,NYK,11
1954-55,Lew Hitch,MNL,11
1954-55,Paul Hoffman,BLB,11
1954-55,Earl Lloyd,SYR,11
1954-55,Don Anielak,NYK,12
1954-55,Walt Davis,PHW,12
1954-55,Dick Farley,SYR,12
1954-55,Don Henriksen,ROC,12
1954-55,Lew Hitch,MLH,12
1954-55,Paul Hoffman,NYK,12
1954-55,Jim Holstein,MNL,12
1954-55,Togo Palazzi,BOS,12
1954-55,Al Roges,BLB,12
